ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.017,10.1348,5.2776,-0.6332,8.5904,4.6878,-0.336,-0.0826,0.3813,0.1387,-0.2252,-0.0536,0.5064,-33.82,-11.46,34.38,143.1,-61.16,7.69,2.0,72.275,12.353956,76.62416,2218.55,NaN,30.56,32.048534,149.4,18 / 42,358516,2020-09-22 19:25:41:137
-1.0625,8.0172,5.5771,-0.6638,8.5606,4.7377,-0.3517,0.9985,0.1273,0.1387,-0.2252,-0.0536,0.3376,-32.68,-12.08,33.93,144.53,-60.8,7.98,2.0,72.275,12.353956,76.62416,2218.55,NaN,30.56,32.048534,149.4,18 / 42,358616,2020-09-22 19:25:41:237
-1.223,6.9464,5.4669,-0.4824,8.5661,4.7497,-0.7863,-1.5594,0.1702,-0.1251,0.0148,0.115,0.3376,-32.68,-12.08,33.93,144.53,-60.8,7.98,2.0,72.275,12.353956,76.62416,2218.55,NaN,30.56,32.048534,149.4,18 / 42,358717,2020-09-22 19:25:41:338
-1.235,7.8831,3.3636,-0.4824,8.5661,4.7497,-0.7863,-1.5594,0.1702,0.1368,0.1506,0.1013,0.0,-33.86,-11.23,33.1,140.53,-60.87,5.8,2.0,71.892,12.353956,76.62416,2218.55,NaN,30.56,32.048534,149.4,18 / 42,358817,2020-09-22 19:25:41:438
-0.7918,10.3265,6.794,-0.5022,8.621,4.6472,-0.3763,-0.2743,0.1651,0.2745,-0.073,-0.3532,0.0,-32.96,-10.88,36.06,143.99,-61.53,6.17,2.0,71.892,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,358916,2020-09-22 19:25:41:537
-1.6542,9.1455,2.0797,-0.7299,8.5329,4.7777,-0.9733,2.9329,-0.2529,0.2745,-0.073,-0.3532,0.5064,-34.14,-12.68,32.64,143.9,-60.47,8.69,2.0,71.892,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359017,2020-09-22 19:25:41:638
-1.1487,5.3343,6.5928,-0.7299,8.5329,4.7777,-0.9733,2.9329,-0.2529,-0.4069,0.1396,0.4083,0.5064,-34.14,-12.68,32.64,143.9,-60.47,8.69,2.0,72.491,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359117,2020-09-22 19:25:41:738
-0.3247,11.1697,5.8502,-0.2311,8.5087,4.8703,-0.7389,-3.1312,1.2185,0.3313,-0.0225,0.2967,0.1688,-33.74,-10.45,34.13,137.93,-60.19,2.72,2.0,72.491,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359217,2020-09-22 19:25:41:838
-0.4444,9.2796,1.4041,-0.0461,8.8093,4.3087,0.4579,0.4355,2.1748,-0.3474,-0.5731,-0.2362,0.1688,-33.66,-8.89,34.8,136.73,-63.94,0.61,2.0,72.491,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359317,2020-09-22 19:25:41:938
-0.914,7.895,3.8907,-0.1039,8.5898,4.7303,0.1377,-0.6672,-0.3885,-0.3474,-0.5731,-0.2362,0.3376,-32.71,-11.08,34.14,137.92,-61.15,1.26,2.0,71.22,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359416,2020-09-22 19:25:42:037
-0.914,7.895,3.8907,-0.1039,8.5898,4.7303,0.1377,-0.6672,-0.3885,0.0239,0.1399,0.2436,0.3376,-32.71,-11.08,34.14,137.92,-61.15,1.26,2.0,71.22,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359517,2020-09-22 19:25:42:138
-0.3989,9.2245,3.2511,0.1513,8.6251,4.6642,-0.8289,-0.4339,-0.5392,0.289,-0.2223,-0.1519,0.0,-32.8,-10.64,34.58,135.78,-61.58,-1.86,2.0,71.22,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359617,2020-09-22 19:25:42:238
0.0418,8.7191,6.2215,0.0363,8.6608,4.5999,0.046,1.0299,-0.4463,0.289,-0.2223,-0.1519,0.0,-31.9,-11.49,35.04,138.0,-62.03,-0.45,2.0,71.855,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359716,2020-09-22 19:25:42:337
-0.3965,9.0617,3.0738,-0.0689,8.6312,4.6549,-0.3019,0.4824,0.4131,-0.1409,-0.1004,-0.2251,0.3376,-31.57,-12.48,34.86,138.37,-62.03,-0.45,2.0,71.855,12.3539,76.62419,2220.34,NaN,28.04,32.048534,150.4,18 / 42,359817,2020-09-22 19:25:42:438
0.0035,7.4878,5.74,-0.0689,8.6312,4.6549,-0.3019,0.4824,0.4131,-0.2888,0.0305,0.1563,0.3376,-31.57,-12.48,34.86,138.37,-62.03,-0.45,2.0,71.855,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,359917,2020-09-22 19:25:42:538
0.4826,9.9312,4.8273,0.1232,8.5732,4.7598,-0.5148,-1.2298,-0.0222,0.2732,0.0381,-0.2204,0.0,-31.4,-11.47,34.63,140.08,-61.66,0.85,2.0,71.855,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360016,2020-09-22 19:25:42:637
-1.4098,8.8077,3.8188,-0.2052,8.6467,4.622,0.3327,1.2942,-0.1124,0.2732,0.0381,-0.2204,0.0,-31.21,-11.8,34.31,137.55,-60.95,-1.48,2.0,66.904,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360117,2020-09-22 19:25:42:738
-0.1594,6.5775,4.3937,-0.2052,8.6467,4.622,0.3327,1.2942,-0.1124,-0.3209,-0.0284,0.3036,0.0,-31.47,-11.47,34.04,140.98,-61.85,2.54,2.0,66.904,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360216,2020-09-22 19:25:42:837
1.6325,8.6424,5.0285,0.3502,8.5846,4.7278,-1.3068,-1.255,-0.3053,0.2879,0.0907,0.0634,0.0,-31.47,-11.47,34.04,140.98,-61.85,2.54,2.0,66.904,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360317,2020-09-22 19:25:42:938
-1.4338,11.3446,2.6953,-0.0554,8.7254,4.4759,1.4379,0.2196,0.4401,-0.4853,-0.0129,-0.1512,0.0,-31.07,-10.9,34.88,135.31,-61.09,-4.24,2.0,70.421,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360417,2020-09-22 19:25:43:038
-1.1176,8.791,6.1879,-0.0381,8.5884,4.7337,-1.15,1.2495,0.4802,-0.4853,-0.0129,-0.1512,0.0,-31.12,-12.69,35.49,140.75,-62.84,0.71,2.0,70.421,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360517,2020-09-22 19:25:43:138
0.0874,6.7189,3.6703,-0.0381,8.5884,4.7337,-1.15,1.2495,0.4802,0.0578,-0.1317,0.26,0.1688,-30.25,-11.21,35.78,141.27,-61.14,0.46,2.0,70.421,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360617,2020-09-22 19:25:43:238
0.8803,8.9922,4.1877,0.0873,8.6477,4.6239,0.5398,-1.6556,-0.2522,0.0116,0.1615,-0.2396,0.1688,-30.25,-11.21,35.78,141.27,-61.14,0.46,2.0,69.989,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360716,2020-09-22 19:25:43:337
-0.799,9.6773,4.3769,-0.0951,8.6337,4.6499,-0.2646,1.1409,0.0384,0.0116,0.1615,-0.2396,0.1688,-30.25,-10.77,36.69,140.56,-61.86,-1.08,2.0,69.989,12.353844,76.62422,2218.76,NaN,25.88,32.048534,151.6,19 / 42,360817,2020-09-22 19:25:43:438
-0.442,8.137,3.5074,-0.0951,8.6337,4.6499,-0.2646,1.1409,0.0384,0.028,-0.0765,0.0722,0.1688,-29.74,-11.97,36.3,142.35,-61.69,1.17,2.0,69.989,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,360916,2020-09-22 19:25:43:537
-0.2264,6.8219,4.7051,-0.1018,8.6367,4.644,-0.1352,0.7607,0.17,-0.1607,0.1247,-0.0168,0.0,-31.91,-12.38,33.67,139.23,-61.73,1.26,2.0,71.168,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361016,2020-09-22 19:25:43:637
-0.9786,8.8556,2.9301,-0.1702,8.5901,4.7278,-0.1094,-1.3714,-0.3219,0.3738,0.0115,-0.0999,0.0,-31.91,-12.38,33.67,139.23,-61.73,1.26,2.0,71.168,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361117,2020-09-22 19:25:43:738
-0.5786,10.1732,6.1688,-0.2495,8.6534,4.6073,-0.6618,0.2932,-1.3368,0.3738,0.0115,-0.0999,0.0,-32.33,-10.73,35.09,140.26,-61.16,2.06,2.0,71.168,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361217,2020-09-22 19:25:43:838
-1.0433,7.8711,4.9806,-0.2495,8.6534,4.6073,-0.6618,0.2932,-1.3368,0.153,0.1303,-0.0084,0.0,-33.34,-11.33,34.88,140.43,-61.93,3.1,2.0,71.168,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361317,2020-09-22 19:25:43:938
-0.4756,8.4316,4.7051,-0.4735,8.5817,4.7224,-0.5341,0.4126,-1.0367,0.2283,0.0328,0.0555,0.0,-33.11,-10.76,34.9,142.81,-61.06,5.73,2.0,70.557,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361416,2020-09-22 19:25:44:037
0.3964,8.3454,3.4283,-0.3467,8.7518,4.4108,-0.2754,-0.5158,0.7857,0.2283,0.0328,0.0555,0.0,-33.11,-10.76,34.9,142.81,-61.06,5.73,2.0,70.557,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361517,2020-09-22 19:25:44:138
-0.2001,8.1011,6.8156,-0.5222,8.5539,4.7674,0.7915,-0.6329,-1.1651,-0.1024,0.034,0.0067,0.1688,-32.03,-8.94,35.43,142.09,-63.18,4.49,2.0,70.557,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361616,2020-09-22 19:25:44:237
-1.4338,10.0007,4.8009,-0.5222,8.5539,4.7674,0.7915,-0.6329,-1.1651,0.1187,0.3554,-0.1585,0.1688,-35.99,-11.31,32.77,139.29,-60.72,6.25,2.0,71.522,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361717,2020-09-22 19:25:44:338
-2.3872,5.9595,6.2574,-0.9765,8.5757,4.6556,-0.1024,0.7843,0.5789,-0.5863,0.5692,-0.5069,0.0,-38.71,-12.3,30.55,141.05,-60.98,11.85,2.0,71.522,12.353789,76.62425,2216.23,NaN,25.99,32.048534,152.7,18 / 42,361817,2020-09-22 19:25:44:438
-2.1932,6.9656,3.6631,-1.8032,8.2976,4.906,-0.6477,-2.3362,0.9957,-0.5863,0.5692,-0.5069,0.0,-38.71,-12.3,30.55,141.05,-60.98,11.85,2.0,71.522,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,361917,2020-09-22 19:25:44:538
-2.6747,11.4092,6.4898,-1.8032,8.2976,4.906,-0.6477,-2.3362,0.9957,0.2593,-0.0555,-0.07,0.0,-39.94,-13.35,30.22,147.34,-57.79,20.18,2.0,69.667,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362017,2020-09-22 19:25:44:638
-4.0449,9.2796,3.9769,-2.0742,8.3575,4.6926,-0.2095,1.2002,0.3187,-0.1373,0.1874,-0.2676,0.0,-41.47,-14.3,30.31,150.49,-58.45,23.85,2.0,69.667,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362116,2020-09-22 19:25:44:737
-1.738,8.9586,4.4752,-2.1837,8.2646,4.8061,-1.4148,0.6933,-0.3821,0.2105,-0.3072,0.0549,0.0,-39.71,-13.79,31.05,152.47,-57.43,24.44,2.0,69.667,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362217,2020-09-22 19:25:44:838
-1.556,7.4231,5.8645,-2.1562,8.2507,4.8422,0.6494,0.1588,-0.57,0.2105,-0.3072,0.0549,0.0,-39.71,-13.79,31.05,152.47,-57.43,24.44,2.0,71.79,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362317,2020-09-22 19:25:44:938
-1.7572,5.4037,3.4139,-2.1562,8.2507,4.8422,0.6494,0.1588,-0.57,-0.0449,0.1603,-0.0875,0.0,-38.06,-12.61,30.74,153.25,-57.28,24.0,2.0,71.79,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362416,2020-09-22 19:25:45:037
-2.7681,7.8663,6.2071,-2.3115,8.2063,4.8461,0.388,-2.698,-0.9952,0.471,0.0675,0.029,0.0,-39.63,-12.79,30.81,153.14,-56.8,25.5,2.0,71.79,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362516,2020-09-22 19:25:45:137
-3.3526,11.3781,4.1709,-2.4915,8.35,4.4989,-0.2575,2.2479,0.4999,0.471,0.0675,0.029,0.0,-41.23,-13.3,31.0,156.0,-58.37,28.98,2.0,71.79,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362617,2020-09-22 19:25:45:238
-2.7537,7.4854,5.0022,-2.4915,8.35,4.4989,-0.2575,2.2479,0.4999,-0.3713,-0.1827,-0.2094,0.0,-41.23,-13.3,31.0,156.0,-58.37,28.98,2.0,72.447,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362717,2020-09-22 19:25:45:338
-2.2411,7.5022,2.736,-2.4484,8.2262,4.7439,-0.3478,-0.6908,0.3169,0.1467,0.0609,0.0558,0.0,-39.66,-13.45,30.36,154.08,-57.02,27.3,2.0,72.447,12.353734,76.624306,2212.17,NaN,26.24,32.048534,149.8,18 / 42,362817,2020-09-22 19:25:45:438
-1.7835,5.351,4.0583,-2.5798,8.209,4.704,0.4687,0.0688,-0.2906,-0.1592,-0.2194,0.1482,0.0,-40.34,-13.7,29.72,155.72,-56.83,28.74,2.0,72.447,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,362916,2020-09-22 19:25:45:537
-2.689,10.3864,6.1352,-2.1359,8.2458,4.8595,-0.007,-2.3945,-0.4449,-0.1592,-0.2194,0.1482,0.0,-38.63,-12.63,30.22,151.39,-57.23,23.73,2.0,72.785,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363016,2020-09-22 19:25:45:637
-3.5322,11.8356,0.2782,-2.1359,8.2458,4.8595,-0.007,-2.3945,-0.4449,0.6253,0.128,0.226,0.0,-38.63,-12.63,30.22,151.39,-57.23,23.73,2.0,72.785,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363116,2020-09-22 19:25:45:737
-2.3177,7.3393,7.7043,-2.2043,8.5174,4.3318,-0.9934,5.9664,1.72,-1.2477,0.2446,-0.3452,0.0,-39.68,-13.02,31.73,155.77,-60.29,26.97,2.0,72.785,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363217,2020-09-22 19:25:45:838
-2.3656,5.9643,2.0629,-2.7266,8.1473,4.7284,0.5274,-1.7224,3.4038,-1.2477,0.2446,-0.3452,0.0,-40.58,-14.38,29.6,156.13,-56.18,29.97,2.0,71.675,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363317,2020-09-22 19:25:45:938
-3.2639,7.3321,6.3029,-3.0225,8.0805,4.6626,0.2437,-1.649,-0.1343,-0.0934,0.2457,-0.1951,0.0,-41.92,-13.44,31.05,156.02,-56.18,29.97,2.0,71.675,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363416,2020-09-22 19:25:46:037
-3.9443,5.6816,5.9172,-3.0225,8.0805,4.6626,0.2437,-1.649,-0.1343,-0.1528,0.1576,-0.1134,0.0,-41.92,-13.44,31.05,156.02,-56.18,29.97,2.0,71.675,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363517,2020-09-22 19:25:46:138
-3.5298,12.1039,4.3027,-2.9325,8.1267,4.6399,-0.9162,-2.1612,-0.028,0.4225,0.1618,0.0774,0.0,-42.63,-13.8,31.1,158.44,-55.49,32.95,2.0,69.076,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363616,2020-09-22 19:25:46:237
-4.0784,7.2267,3.8092,-3.1503,8.1249,4.498,-0.62,3.1841,-1.6206,0.4225,0.1618,0.0774,0.0,-43.66,-14.4,31.46,157.18,-55.96,32.29,2.0,69.076,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363717,2020-09-22 19:25:46:338
-3.5322,8.3358,3.2582,-3.1503,8.1249,4.498,-0.62,3.1841,-1.6206,-0.1926,-0.3046,-0.0606,0.0,-42.71,-13.25,31.77,161.16,-55.95,35.01,2.0,69.076,12.35368,76.62434,2213.23,NaN,25.27,32.048534,144.5,20 / 42,363817,2020-09-22 19:25:46:438
-2.9837,9.3922,5.8885,-2.9592,8.2106,4.472,-1.2642,-0.8345,1.1412,-0.1834,-0.1287,-0.0366,0.0,-42.71,-13.25,31.77,161.16,-55.95,35.01,2.0,69.076,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,363916,2020-09-22 19:25:46:537
-2.8543,9.5096,4.0583,-2.7989,8.2229,4.552,-0.1456,1.0454,1.1193,0.1377,-0.5058,0.3162,0.1688,-39.66,-13.58,32.9,162.88,-56.85,33.49,2.0,69.529,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,364016,2020-09-22 19:25:46:637
-0.8086,7.8232,2.9636,-2.0298,8.4393,4.5638,0.4273,0.5026,-0.4734,0.1377,-0.5058,0.3162,0.1688,-36.33,-13.22,33.12,163.93,-56.98,31.59,2.0,69.529,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,364117,2020-09-22 19:25:46:738
-2.186,8.3047,6.1855,-2.0298,8.4393,4.5638,0.4273,0.5026,-0.4734,-0.2675,0.0818,0.1506,0.0,-37.33,-14.04,32.11,155.3,-59.38,23.98,2.0,69.529,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,364216,2020-09-22 19:25:46:837
-1.8769,10.4247,1.5718,-2.0007,8.4324,4.5894,0.1079,-0.3399,1.0672,1.158,-0.5384,0.2383,0.0,-37.33,-14.04,32.11,155.3,-59.38,23.98,2.0,71.985,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,364317,2020-09-22 19:25:46:938
0.3676,5.066,5.2297,-1.4078,8.5269,4.6346,-0.3709,-0.7455,-5.7032,1.158,-0.5384,0.2383,0.0,-33.32,-10.12,36.82,161.27,-59.3,23.55,2.0,71.985,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,364416,2020-09-22 19:25:47:037
-1.7117,6.829,2.9468,-1.4078,8.5269,4.6346,-0.3709,-0.7455,-5.7032,-0.2911,-0.087,0.2389,0.0,-34.49,-11.81,33.39,151.34,-60.4,16.9,2.0,71.985,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,364516,2020-09-22 19:25:47:137
-1.6446,9.3587,5.0644,-1.2808,8.5448,4.6386,0.985,-2.4414,0.7316,0.2188,0.0472,-0.0796,0.0,-35.09,-11.73,33.91,149.88,-60.61,15.44,2.0,69.78,12.353628,76.62437,2211.9,NaN,23.72,32.048534,144.3,20 / 42,364617,2020-09-22 19:25:47:238
