ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.6494,9.3156,3.4595,-1.375,8.9756,3.7037,-0.0322,0.9007,0.0857,-0.0099,0.0098,0.0761,0.0,-31.68,15.57,-23.8,66.29,-66.24,20.37,2.0,71.88,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110117,2020-09-22 19:21:32:738
-1.9296,8.9275,3.7948,-1.3914,8.9737,3.7023,0.2071,0.2167,-0.4089,-0.0234,0.0349,-0.0325,0.0,-31.55,15.91,-24.03,66.48,-66.21,20.6,2.0,71.88,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110217,2020-09-22 19:21:32:838
-1.2805,9.3108,3.6104,-1.411,8.9749,3.6919,-0.4116,-0.0466,-0.1629,-0.0234,0.0349,-0.0325,0.0,-31.55,15.91,-24.03,66.48,-66.21,20.6,2.0,71.88,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110317,2020-09-22 19:21:32:938
-1.4026,8.8389,2.8486,-1.411,8.9749,3.6919,-0.4116,-0.0466,-0.1629,0.0253,0.0125,-0.03,0.0,-31.25,15.69,-21.8,67.66,-66.23,20.92,2.0,72.176,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110417,2020-09-22 19:21:33:038
-1.4194,10.0558,2.7384,-1.419,8.9514,3.7454,-0.1725,0.3603,-0.6446,0.1383,-0.0346,0.0074,0.0,-32.6,15.65,-25.05,66.58,-65.89,20.75,2.0,72.176,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110517,2020-09-22 19:21:33:138
-1.6781,8.5514,4.7985,-1.3676,8.9892,3.6734,-0.0218,0.3537,-0.4525,-0.0995,-0.1106,-0.0083,0.0,-31.24,16.02,-21.46,68.24,-66.44,20.42,2.0,72.176,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110616,2020-09-22 19:21:33:237
-1.1894,9.6989,2.9636,-1.3181,8.9958,3.6755,-0.2923,-0.6407,0.1645,-0.0995,-0.1106,-0.0083,0.0,-31.24,16.02,-21.46,68.24,-66.44,20.42,2.0,72.473,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110718,2020-09-22 19:21:33:339
-1.7404,9.742,3.7996,-1.3181,8.9958,3.6755,-0.2923,-0.6407,0.1645,-0.0797,0.1436,-0.0541,0.0,-32.87,15.19,-23.8,67.18,-66.54,19.73,2.0,72.473,12.354305,76.60413,2179.63,NaN,21.89,32.048534,51.8,20 / 42,110817,2020-09-22 19:21:33:438
-1.5703,8.6209,3.5241,-1.4195,8.9521,3.7437,-0.1337,0.9531,-0.178,-0.0117,-0.0156,0.0648,0.0,-31.48,16.57,-21.73,66.91,-65.9,20.76,2.0,72.473,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,110917,2020-09-22 19:21:33:538
-1.6134,9.4377,3.1528,-1.3833,8.9686,3.7177,-0.0449,-0.1604,-0.1608,-0.0117,-0.0156,0.0648,0.0,-32.79,16.19,-24.16,67.2,-66.14,20.41,2.0,72.473,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111016,2020-09-22 19:21:33:637
-1.2805,8.0987,3.9817,-1.2704,8.9905,3.705,-0.0391,-0.7324,0.0898,-0.1038,-0.0497,0.0382,0.0,-32.79,16.19,-24.16,67.2,-66.14,20.41,2.0,72.784,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111116,2020-09-22 19:21:33:737
-0.9547,10.1157,3.3253,-1.2704,8.9905,3.705,-0.0391,-0.7324,0.0898,0.0336,0.0462,-0.011,0.0,-31.58,15.12,-21.83,67.42,-66.46,18.93,2.0,72.784,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111216,2020-09-22 19:21:33:837
-0.9547,8.3789,5.304,-1.3474,8.9489,3.7777,0.1958,1.1532,-0.4166,0.0688,0.2776,-0.009,0.0,-31.1,17.04,-23.43,65.0,-65.86,19.63,2.0,72.784,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111317,2020-09-22 19:21:33:938
-1.2493,8.4268,3.9985,-1.492,8.9512,3.7176,0.3993,-0.8633,0.2377,0.0688,0.2776,-0.009,0.0,-30.78,16.05,-23.49,67.48,-65.89,21.87,2.0,71.745,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111417,2020-09-22 19:21:34:038
-1.5751,8.7167,3.4427,-1.492,8.9512,3.7176,0.3993,-0.8633,0.2377,0.0986,0.1355,-0.0388,0.0,-30.78,16.05,-23.49,67.48,-65.89,21.87,2.0,71.745,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111517,2020-09-22 19:21:34:138
-2.2698,9.3827,3.3445,-1.647,8.9681,3.61,0.1723,-0.3526,0.1211,0.1262,0.1483,-0.0522,0.0,-30.51,15.73,-23.34,69.86,-66.13,24.52,2.0,71.745,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111617,2020-09-22 19:21:34:238
-1.7644,8.1729,4.8512,-1.7037,8.9505,3.6273,-0.4263,0.9269,-0.0034,0.0986,-0.0841,0.0328,0.0,-31.65,15.81,-27.03,67.89,-65.88,25.16,2.0,67.4,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111717,2020-09-22 19:21:34:338
-1.2996,7.7777,4.8536,-1.6266,8.9518,3.6592,0.0096,-0.3647,-0.0799,0.0986,-0.0841,0.0328,0.0,-30.85,15.83,-24.76,67.56,-65.9,23.97,2.0,67.4,12.354345,76.60419,2179.65,NaN,25.13,32.048534,51.0,20 / 41,111816,2020-09-22 19:21:34:437
-1.2996,7.7777,4.8536,-1.6266,8.9518,3.6592,0.0096,-0.3647,-0.0799,0.1733,-0.0575,-0.0016,0.0,-30.85,15.83,-24.76,67.56,-65.9,23.97,2.0,67.4,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,111917,2020-09-22 19:21:34:538
-2.3105,9.639,3.481,-1.6406,8.9523,3.6517,0.1049,0.5254,-0.1501,-0.0394,-0.1961,-0.0043,0.0,-32.02,15.45,-25.33,69.21,-65.91,24.19,2.0,68.762,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112016,2020-09-22 19:21:34:637
-2.3105,9.639,3.481,-1.4884,8.9574,3.704,-0.7169,0.5783,-0.1751,-0.0394,-0.1961,-0.0043,0.0,-32.73,15.31,-24.94,68.1,-65.98,21.89,2.0,68.762,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112117,2020-09-22 19:21:34:738
-0.8828,7.8855,3.481,-1.4884,8.9574,3.704,-0.7169,0.5783,-0.1751,-0.2094,-0.1397,0.0164,0.0,-33.07,15.97,-25.1,67.6,-65.98,21.89,2.0,68.762,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112217,2020-09-22 19:21:34:838
-0.8828,7.8855,3.481,-1.4399,8.8967,3.8661,0.4176,-0.6798,-0.0042,0.0481,-0.0082,-0.0099,0.0,-33.07,15.97,-25.1,67.6,-65.98,21.89,2.0,70.088,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112317,2020-09-22 19:21:34:938
-1.4122,9.0569,3.5002,-1.5009,8.9355,3.7515,0.6092,-0.6314,0.0595,-0.1275,0.0999,-0.0185,0.0,-33.24,15.07,-24.64,66.65,-65.12,20.43,2.0,70.088,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112417,2020-09-22 19:21:35:038
-2.0997,9.0066,4.3123,-1.5212,8.9175,3.7861,-0.5386,0.5847,0.1211,-0.1275,0.0999,-0.0185,0.0,-31.77,15.9,-23.24,68.3,-65.67,21.8,2.0,70.088,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112517,2020-09-22 19:21:35:138
-1.12,9.4737,3.2966,-1.5212,8.9175,3.7861,-0.5386,0.5847,0.1211,-0.091,0.0666,-0.029,0.0,-31.72,16.02,-24.39,67.43,-65.41,21.89,2.0,70.088,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112617,2020-09-22 19:21:35:238
-1.3356,8.1538,3.1457,-1.6057,8.8989,3.7949,0.2521,0.122,0.3863,-0.1065,0.0037,0.0473,0.0,-31.72,16.02,-24.39,67.43,-65.41,21.89,2.0,71.081,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112717,2020-09-22 19:21:35:338
-1.7739,10.4055,3.7613,-1.5649,8.9225,3.7565,0.1124,-1.4805,0.239,-0.1065,0.0037,0.0473,0.0,-31.94,15.78,-24.29,68.28,-65.15,22.93,2.0,71.081,12.354391,76.60423,2181.28,NaN,25.38,32.048534,49.1,21 / 42,112817,2020-09-22 19:21:35:438
-2.8375,10.9062,3.8787,-1.7997,8.9184,3.6598,-0.083,1.5222,0.2511,0.0478,0.1673,-0.104,0.0,-32.63,14.88,-25.96,67.8,-65.48,22.62,2.0,71.081,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,112917,2020-09-22 19:21:35:538
-1.7284,7.5333,4.0512,-1.7997,8.9184,3.6598,-0.083,1.5222,0.2511,-0.1823,0.0154,0.0446,0.0,-32.25,15.46,-27.31,69.2,-65.43,26.19,2.0,70.197,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113016,2020-09-22 19:21:35:637
-1.0912,5.9978,3.275,-1.6867,8.8946,3.7698,-0.5165,-0.4202,0.2913,0.1577,-0.0715,0.1932,0.0,-32.25,15.46,-27.31,69.2,-65.43,26.19,2.0,70.197,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113117,2020-09-22 19:21:35:738
-1.544,10.5157,3.6056,-1.6156,9.04,3.4408,0.7825,-2.634,-0.2089,0.1577,-0.0715,0.1932,0.0,-32.21,14.68,-27.29,67.32,-65.09,24.1,2.0,70.197,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113216,2020-09-22 19:21:35:837
-2.0374,12.0393,2.9157,-1.6156,9.04,3.4408,0.7825,-2.634,-0.2089,0.3242,0.7928,0.0169,0.0,-30.75,12.85,-28.14,67.86,-67.19,25.15,2.0,68.903,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113316,2020-09-22 19:21:35:937
-1.4721,7.404,4.0368,-1.7026,9.0899,3.2628,-1.4204,3.977,-0.3158,-0.0732,-0.0086,0.0745,0.0,-28.95,14.25,-26.72,68.55,-67.96,27.56,2.0,68.903,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113416,2020-09-22 19:21:36:037
-1.1751,7.3177,2.1467,-1.5662,9.1603,3.1316,0.132,-1.7762,0.7064,0.2464,0.1235,0.0398,0.0,-28.95,14.25,-26.72,68.55,-67.96,27.56,2.0,68.903,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113517,2020-09-22 19:21:36:138
-2.677,11.3062,2.5204,-1.6344,9.2611,2.7806,-0.1927,-0.3166,-0.5636,0.2464,0.1235,0.0398,0.0,-29.75,13.01,-28.61,67.69,-69.08,26.57,2.0,68.903,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113617,2020-09-22 19:21:36:238
-1.9824,11.8117,3.2367,-1.6344,9.2611,2.7806,-0.1927,-0.3166,-0.5636,-0.1552,-0.0203,0.0596,0.0,-27.98,12.4,-27.38,71.67,-70.8,30.45,2.0,72.291,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113717,2020-09-22 19:21:36:338
-1.2948,8.7311,2.451,-1.5755,9.2468,2.861,-0.285,1.3414,0.5443,-0.0671,-0.0391,0.0264,0.0,-28.78,12.38,-29.77,68.65,-70.55,28.84,2.0,72.291,12.354433,76.60429,2179.92,NaN,26.24,32.048534,50.2,22 / 42,113816,2020-09-22 19:21:36:437
-1.417,7.1189,2.2905,-1.5346,9.1973,3.0371,0.2354,-1.1094,-0.7884,-0.0671,-0.0391,0.0264,0.0,-28.78,12.38,-29.77,68.65,-70.55,28.84,2.0,72.291,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,113916,2020-09-22 19:21:36:537
-3.2328,13.5772,1.5263,-1.5346,9.1973,3.0371,0.2354,-1.1094,-0.7884,0.0741,-0.0103,0.0528,0.0,-28.77,13.27,-28.29,67.84,-69.7,26.81,2.0,72.957,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114017,2020-09-22 19:21:36:638
-1.5392,8.2376,2.439,-1.5753,9.2384,2.8881,0.3034,0.0101,0.4845,-0.5118,-0.1133,0.1228,0.0,-27.39,14.77,-28.52,65.87,-70.4,28.61,2.0,72.957,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114117,2020-09-22 19:21:36:738
-1.314,6.8937,3.4427,-1.4856,9.1507,3.198,0.2028,0.5878,1.2754,-0.1196,0.0386,0.0207,0.0,-27.95,14.86,-29.16,63.29,-68.93,24.92,2.0,72.957,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114217,2020-09-22 19:21:36:838
-1.1056,7.8471,3.4403,-1.5011,9.1553,3.1777,0.2192,-2.4678,0.1723,-0.1196,0.0386,0.0207,0.0,-27.95,14.86,-29.16,63.29,-68.93,24.92,2.0,73.236,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114317,2020-09-22 19:21:36:938
-2.4351,14.1689,2.4917,-1.5011,9.1553,3.1777,0.2192,-2.4678,0.1723,0.3566,0.1574,0.0226,0.0,-26.92,14.57,-28.47,63.36,-69.0,25.29,2.0,73.236,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114417,2020-09-22 19:21:37:038
-2.2147,9.2653,3.8691,-1.465,9.1864,3.104,-0.8828,3.8307,-0.4803,-0.2416,-0.0683,-0.0329,0.0,-27.45,14.89,-29.33,62.66,-69.51,25.27,2.0,73.236,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114517,2020-09-22 19:21:37:138
-1.0122,6.6374,2.6091,-1.3204,9.1547,3.2587,-0.7221,-0.861,0.0272,-0.2416,-0.0683,-0.0329,0.0,-27.9,15.53,-29.05,60.3,-68.99,22.06,2.0,68.882,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114617,2020-09-22 19:21:37:238
-1.6637,8.3933,3.6583,-1.445,9.1685,3.1657,0.4566,-2.7969,-0.2579,0.0228,-0.0585,0.0321,0.0,-27.9,15.53,-29.05,60.3,-68.99,22.06,2.0,68.882,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114717,2020-09-22 19:21:37:338
-1.8913,13.007,2.7791,-1.445,9.1685,3.1657,0.4566,-2.7969,-0.2579,0.2452,0.1801,0.0823,0.0,-27.43,14.21,-28.4,63.18,-69.22,24.54,2.0,68.882,12.354483,76.60435,2182.63,NaN,28.4,32.048534,45.6,21 / 42,114817,2020-09-22 19:21:37:438
-0.8277,8.7694,2.9205,-1.268,9.2051,3.1349,-0.9812,4.2272,0.0635,-0.0867,-0.246,0.0884,0.0,-27.89,14.75,-28.23,61.64,-69.83,22.02,2.0,68.882,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,114917,2020-09-22 19:21:37:538
-0.8229,7.289,3.0858,-1.1371,9.1769,3.2652,0.3374,-0.8727,-0.3144,-0.0867,-0.246,0.0884,0.0,-26.77,15.44,-25.25,60.51,-69.36,19.2,2.0,71.407,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115017,2020-09-22 19:21:37:638
-1.0529,9.7252,2.8151,-1.1371,9.1769,3.2652,0.3374,-0.8727,-0.3144,0.0292,-0.0173,0.0079,0.0,-26.77,15.44,-25.25,60.51,-69.36,19.2,2.0,71.407,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115117,2020-09-22 19:21:37:738
-1.8554,10.9517,3.6966,-1.1846,9.195,3.1967,0.3411,-1.0516,-0.0784,-0.0785,0.1294,-0.1286,0.0,-28.07,14.18,-26.97,61.33,-69.66,20.33,2.0,71.407,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115217,2020-09-22 19:21:37:838
-0.8589,8.0028,3.4331,-1.2527,9.1489,3.3014,-0.6939,1.5411,0.2681,-0.0543,-0.1384,0.0264,0.0,-26.91,15.34,-27.22,60.11,-68.9,20.78,2.0,70.643,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115316,2020-09-22 19:21:37:937
-0.9068,6.8937,2.439,-1.2114,9.1403,3.3402,0.2933,-1.8699,-0.2574,-0.0543,-0.1384,0.0264,0.0,-26.85,15.67,-25.49,60.58,-68.76,19.93,2.0,70.643,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115417,2020-09-22 19:21:38:038
-1.1176,9.2245,3.4666,-1.2114,9.1403,3.3402,0.2933,-1.8699,-0.2574,0.1268,0.345,-0.1438,0.0,-26.85,15.67,-25.49,60.58,-68.76,19.93,2.0,70.643,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115517,2020-09-22 19:21:38:138
-3.4412,9.6509,2.6977,-1.703,9.1218,3.1721,0.1902,1.6328,0.4682,-0.4007,-0.2412,-0.0699,0.0,-28.02,13.86,-28.91,66.63,-68.46,28.23,2.0,71.783,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115617,2020-09-22 19:21:38:238
-1.4721,7.3465,3.1888,-1.5272,9.048,3.4599,-0.8549,-1.4082,0.2779,-0.4007,-0.2412,-0.0699,0.0,-27.36,15.44,-28.07,61.74,-67.32,23.82,2.0,71.783,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115717,2020-09-22 19:21:38:338
-1.4577,10.0007,3.1744,-1.7655,9.0868,3.2379,0.8465,-0.0793,0.1439,0.1259,-0.0181,-0.0506,0.0,-27.9,14.42,-28.57,62.48,-67.32,23.82,2.0,71.783,12.354531,76.60441,2181.59,NaN,30.82,32.048534,48.6,20 / 42,115817,2020-09-22 19:21:38:438
-2.7585,10.154,3.7302,-1.7655,9.0868,3.2379,0.8465,-0.0793,0.1439,-0.3958,0.0136,-0.0013,0.0,-27.9,14.42,-28.57,62.48,-67.32,23.82,2.0,71.604,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,115916,2020-09-22 19:21:38:537
-1.3691,8.4125,3.1049,-1.5454,9.0289,3.5016,-1.1092,-0.1043,0.5867,0.107,-0.1337,0.1254,0.0,-27.29,14.89,-28.28,66.1,-67.91,28.6,2.0,71.604,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116017,2020-09-22 19:21:38:638
-1.4913,8.47,3.1025,-1.4821,9.0301,3.5257,0.3921,-0.1831,-0.7241,0.107,-0.1337,0.1254,0.0,-27.67,15.31,-27.76,62.73,-67.03,23.81,2.0,71.604,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116117,2020-09-22 19:21:38:738
-1.6374,9.718,3.5625,-1.4821,9.0301,3.5257,0.3921,-0.1831,-0.7241,0.063,0.0672,-0.077,0.0,-27.87,14.97,-28.34,61.84,-67.05,22.8,2.0,71.604,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116216,2020-09-22 19:21:38:837
-2.4878,9.6965,3.0953,-1.6655,9.0111,3.4924,-0.0051,0.5505,0.1565,-0.0578,0.0236,-0.0038,0.0,-27.87,14.97,-28.34,61.84,-67.05,22.8,2.0,73.934,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116316,2020-09-22 19:21:38:937
-1.2397,8.3334,3.0906,-1.6572,8.9983,3.5291,-0.4045,-0.2989,-0.2942,-0.0578,0.0236,-0.0038,0.0,-26.16,15.48,-26.11,63.61,-66.76,25.5,2.0,73.934,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116416,2020-09-22 19:21:39:037
-2.0063,9.8641,4.0703,-1.7837,9.0233,3.4013,0.5364,-0.7981,-0.3241,0.1283,0.0818,0.0149,0.0,-27.11,14.56,-28.6,62.04,-66.57,25.15,2.0,73.934,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116517,2020-09-22 19:21:39:138
-2.0231,8.1202,4.0967,-1.7837,9.0233,3.4013,0.5364,-0.7981,-0.3241,0.0647,0.2266,-0.0681,0.0,-25.75,14.84,-28.01,63.99,-66.94,27.67,2.0,70.933,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116617,2020-09-22 19:21:39:238
-1.429,7.6603,3.2678,-1.8222,9.0049,3.4296,-0.8313,0.8084,-0.1262,0.2021,0.1254,0.0774,0.0,-25.75,14.84,-28.01,63.99,-66.94,27.67,2.0,70.933,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116716,2020-09-22 19:21:39:337
-2.7034,10.5612,3.5122,-1.9628,9.0997,3.0843,0.5003,-1.1836,0.5393,0.2021,0.1254,0.0774,0.0,-26.18,14.61,-30.0,62.76,-66.67,27.98,2.0,70.933,12.354585,76.60447,2180.63,NaN,32.44,32.048534,50.3,23 / 42,116816,2020-09-22 19:21:39:437
-3.1945,8.7574,3.2463,-1.9628,9.0997,3.0843,0.5003,-1.1836,0.5393,0.0928,0.4882,-0.0801,0.0,-24.32,13.02,-30.93,65.06,-68.11,32.47,2.0,68.244,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,116917,2020-09-22 19:21:39:538
-2.895,9.0401,2.4773,-2.1554,9.1153,2.9044,-1.0065,0.3692,-0.4081,-0.0977,0.0806,-0.0554,0.0,-23.18,13.61,-28.87,68.52,-68.36,36.58,2.0,68.244,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117017,2020-09-22 19:21:39:638
-2.162,8.2999,2.9348,-2.2189,9.0624,3.0197,-0.6588,-0.4192,-0.4539,0.364,-0.131,0.0904,0.0,-23.18,13.61,-28.87,68.52,-68.36,36.58,2.0,68.244,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117116,2020-09-22 19:21:39:737
-2.4974,11.6224,2.4557,-2.3691,9.0867,2.8265,0.0769,1.6223,-0.7081,0.364,-0.131,0.0904,0.0,-23.62,12.81,-28.9,69.8,-67.53,36.31,2.0,71.094,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117217,2020-09-22 19:21:39:838
-3.2711,9.009,4.6189,-2.3691,9.0867,2.8265,0.0769,1.6223,-0.7081,-0.1325,0.2948,-0.4517,0.0,-24.95,12.89,-32.49,72.22,-67.91,39.97,2.0,71.094,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117317,2020-09-22 19:21:39:938
-3.101,7.0111,2.3575,-2.852,8.9482,2.8226,-0.6862,-0.0808,0.5832,-0.1292,-0.1701,-0.0364,0.0,-25.19,13.33,-30.12,77.87,-65.85,45.3,2.0,71.094,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117417,2020-09-22 19:21:40:038
-3.1753,8.01,2.8774,-2.7053,8.971,2.8934,-0.2492,-2.1352,-0.1738,-0.1292,-0.1701,-0.0364,0.0,-25.19,13.33,-30.12,77.87,-65.85,45.3,2.0,71.094,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117516,2020-09-22 19:21:40:137
-2.9429,9.5767,4.147,-2.615,8.9666,2.9887,-0.2492,-2.1352,-0.1738,-0.1656,-0.0777,0.0963,0.0,-23.8,15.04,-27.48,75.79,-66.18,43.08,2.0,72.499,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117617,2020-09-22 19:21:40:238
-2.2171,8.5514,2.5324,-2.615,8.9666,2.9887,-0.1478,1.1147,1.0563,-0.2267,0.127,-0.1375,0.0,-25.1,14.67,-30.03,73.17,-66.11,41.19,2.0,72.499,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117717,2020-09-22 19:21:40:338
-3.2951,7.4854,2.7696,-2.856,8.8301,3.1691,0.5317,-1.2654,-0.1395,-0.0965,0.2758,0.054,0.0,-24.02,15.72,-31.09,71.07,-64.21,42.02,2.0,72.499,12.354642,76.60454,2181.06,NaN,34.38,32.048534,49.5,23 / 42,117817,2020-09-22 19:21:40:438
-3.7766,9.6893,4.1566,-2.9316,8.7872,3.2188,-0.626,0.7447,0.5345,-0.0965,0.2758,0.054,0.0,-24.02,15.72,-31.09,71.07,-64.21,42.02,2.0,72.152,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,117917,2020-09-22 19:21:40:538
-2.9118,6.865,4.9399,-2.9316,8.7872,3.2188,-0.626,0.7447,0.5345,-0.0362,0.0071,0.0376,0.0,-24.22,15.94,-30.54,71.18,-63.64,42.33,2.0,72.152,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118016,2020-09-22 19:21:40:637
-3.1226,8.9754,2.8294,-2.9455,8.7265,3.3678,-0.1929,-0.4169,-0.5054,0.2977,-0.1515,0.1357,0.0,-23.85,16.73,-30.97,69.4,-62.86,41.17,2.0,72.152,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118117,2020-09-22 19:21:40:738
-3.8389,9.8546,3.6942,-2.7504,8.8559,3.1904,-0.4101,-0.5836,-0.0939,0.2977,-0.1515,0.1357,0.0,-23.27,16.63,-28.27,70.15,-64.56,40.76,2.0,69.308,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118217,2020-09-22 19:21:40:838
-2.725,7.4806,3.9841,-2.775,8.7646,3.4133,-0.8814,0.2058,-0.1666,-0.1228,-0.0219,-0.0379,0.0,-23.27,16.63,-28.27,70.15,-64.56,40.76,2.0,69.308,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118317,2020-09-22 19:21:40:938
-3.2496,8.4724,3.8116,-2.775,8.7646,3.4133,-0.8814,0.2058,-0.1666,-0.0466,0.1525,0.0053,0.0,-23.16,17.53,-29.65,66.6,-63.35,39.11,2.0,69.308,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118417,2020-09-22 19:21:41:038
-3.0316,8.5394,3.9841,-2.8183,8.757,3.3974,-0.1932,-0.9001,0.3672,0.0099,-0.007,0.0674,0.0,-22.53,17.33,-28.66,68.22,-63.25,39.68,2.0,69.998,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118517,2020-09-22 19:21:41:138
